Run,Host,geo_loc_name_country,LibrarySelection,Center.Name
SRR7617620,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617621,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617622,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617623,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617624,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617625,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617626,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617627,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617628,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617630,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617631,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617632,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617633,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617634,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617635,Hedgehog,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617643,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617644,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617645,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617646,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617647,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617648,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617649,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617650,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617651,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617652,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617653,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617654,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617655,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617656,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617657,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617659,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617660,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617661,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617664,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617665,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617666,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617667,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617668,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617669,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617670,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617671,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617672,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617673,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617674,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617676,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617677,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617679,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617680,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617681,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617683,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617684,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617685,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617686,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617687,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617688,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617689,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617690,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617691,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617693,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617694,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617695,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617696,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617697,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617698,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617699,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617700,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617701,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617702,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617703,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617704,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617706,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617707,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617708,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617709,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617710,Human,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617711,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617712,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617713,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617714,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617715,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617716,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617717,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617720,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617722,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617726,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617727,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617728,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617729,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617730,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617731,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617732,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617733,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617734,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617735,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617736,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617737,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617738,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617739,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617740,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617741,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617742,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617743,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617744,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617745,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617746,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617747,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617748,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617750,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617751,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617752,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617753,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617754,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617755,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617756,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617757,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617760,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617761,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617762,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617763,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617764,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617766,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617768,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617770,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617771,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617772,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617773,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617774,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617775,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617776,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617777,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617779,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617780,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617781,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617782,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617783,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617784,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617785,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617786,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617787,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617788,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617789,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617791,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617792,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617793,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617796,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617797,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617798,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617799,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617800,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617801,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617802,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617803,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617804,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617805,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617806,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617807,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617808,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617809,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617810,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617811,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617812,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617813,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617814,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617815,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617816,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617817,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617818,Possum,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617819,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617820,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617823,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617825,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617826,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617827,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617828,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617829,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617830,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617831,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617832,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617833,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617834,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617835,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617836,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617837,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617838,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617839,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617841,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617842,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617843,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617844,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617845,Porcine,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617846,Ferret,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617848,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617849,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617850,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617852,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617853,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617854,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617855,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617856,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617857,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617858,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617861,Cervid,New Zealand,RANDOM PCR,AGRESEARCH
SRR7617862,Cattle,New Zealand,RANDOM PCR,AGRESEARCH
SRR7851300,Cattle,France,RANDOM,INRA
SRR7851301,Cattle,France,RANDOM,INRA
SRR7851302,Cattle,France,RANDOM,INRA
SRR7851303,Goat,France,RANDOM,INRA
SRR7851304,Cattle,France,RANDOM,INRA
SRR7851305,Cattle,France,RANDOM,INRA
SRR7851306,Cattle,France,RANDOM,INRA
SRR7851308,Cattle,France,RANDOM,INRA
SRR7851309,Cattle,France,RANDOM,INRA
SRR7851311,Cattle,France,RANDOM,INRA
SRR7851313,Cattle,France,RANDOM,INRA
SRR7851314,Cattle,France,RANDOM,INRA
SRR7851315,Cattle,France,RANDOM,INRA
SRR7851316,Cattle,France,RANDOM,INRA
SRR7851317,Cattle,France,RANDOM,INRA
SRR7851318,Cattle,France,RANDOM,INRA
SRR7851319,Cattle,France,RANDOM,INRA
SRR7851320,Cattle,France,RANDOM,INRA
SRR7851321,Cattle,France,RANDOM,INRA
SRR7851322,Cattle,France,RANDOM,INRA
SRR7851323,Cattle,France,RANDOM,INRA
SRR7851324,Cattle,France,RANDOM,INRA
SRR7851325,Cattle,France,RANDOM,INRA
SRR7851326,Cattle,France,RANDOM,INRA
SRR7851327,Cattle,France,RANDOM,INRA
SRR7851328,Porcine,France,RANDOM,INRA
SRR7851329,Cattle,France,RANDOM,INRA
SRR7851330,Cervid,France,RANDOM,INRA
SRR7851331,Cattle,France,RANDOM,INRA
SRR7851332,Cattle,France,RANDOM,INRA
SRR7851333,Cattle,France,RANDOM,INRA
SRR7851334,Cattle,France,RANDOM,INRA
SRR7851335,Cattle,France,RANDOM,INRA
SRR7851336,Cattle,France,RANDOM,INRA
SRR7851337,Cattle,France,RANDOM,INRA
SRR7851338,Cattle,France,RANDOM,INRA
SRR7851339,Cattle,France,RANDOM,INRA
SRR7851341,Cattle,France,RANDOM,INRA
SRR7851342,Cattle,France,RANDOM,INRA
SRR7851343,Cattle,France,RANDOM,INRA
SRR7851344,Cattle,France,RANDOM,INRA
SRR7851345,Cattle,France,RANDOM,INRA
SRR7851346,Cattle,France,RANDOM,INRA
SRR7851347,Cattle,France,RANDOM,INRA
SRR7851348,Cattle,France,RANDOM,INRA
SRR7851349,Cattle,France,RANDOM,INRA
SRR7851350,Cattle,France,RANDOM,INRA
SRR7851351,Cattle,France,RANDOM,INRA
SRR7851352,Cattle,France,RANDOM,INRA
SRR7851353,Cattle,France,RANDOM,INRA
SRR7851354,Cattle,France,RANDOM,INRA
SRR7851355,Cattle,France,RANDOM,INRA
SRR7851356,Cattle,France,RANDOM,INRA
SRR7851357,Cattle,France,RANDOM,INRA
SRR7851358,Sheep,France,RANDOM,INRA
SRR7851359,Cattle,France,RANDOM,INRA
SRR7851360,Cattle,France,RANDOM,INRA
SRR7851361,Cattle,France,RANDOM,INRA
SRR7851362,Cattle,France,RANDOM,INRA
SRR7851363,Cattle,France,RANDOM,INRA
SRR7851364,Cattle,France,RANDOM,INRA
SRR7851365,Cattle,France,RANDOM,INRA
SRR7851366,Cattle,France,RANDOM,INRA
SRR7851367,Cattle,France,RANDOM,INRA
SRR7851368,Cattle,France,RANDOM,INRA
SRR7851369,Cattle,France,RANDOM,INRA
SRR7851370,Cattle,France,RANDOM,INRA
SRR7851371,Cattle,France,RANDOM,INRA
SRR7851372,Cattle,France,RANDOM,INRA
SRR7851374,Cattle,France,RANDOM,INRA
SRR7851375,Cattle,France,RANDOM,INRA
SRR7851376,Cattle,France,RANDOM,INRA
SRR7851377,Cattle,France,RANDOM,INRA
SRR7851378,Cattle,France,RANDOM,INRA
SRR7851379,Cattle,France,RANDOM,INRA
SRR7851380,Cattle,France,RANDOM,INRA
SRR7851381,Cattle,France,RANDOM,INRA
SRR7851382,Cattle,France,RANDOM,INRA
SRR8599991,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599992,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599993,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599994,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599995,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599996,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599997,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8599998,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600000,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600001,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600002,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600004,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600005,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600006,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600007,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600008,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600009,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600010,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600011,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600012,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600013,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600014,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600015,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600016,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600017,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600018,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600019,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600020,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600021,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600022,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600023,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600024,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600025,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600026,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600027,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600028,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600029,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600030,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600031,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600032,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600033,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600034,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600035,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600036,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600037,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600038,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600039,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600040,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600041,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600042,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600043,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600044,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600045,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600047,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600048,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600049,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600050,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600051,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600052,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600053,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600054,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600055,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600056,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600057,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600058,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600059,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600060,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600061,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600062,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600063,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600064,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600065,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600066,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600067,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600068,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600070,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600072,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600073,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600074,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600075,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600076,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600077,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600078,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600079,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600080,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600081,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600082,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600083,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600084,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600085,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600086,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600087,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600088,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600089,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600090,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600091,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600092,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600093,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600095,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600096,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600097,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600098,Badger,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600100,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600101,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
SRR8600103,Cattle,United Kingdom,RANDOM,UNIVERSITY COLLEGE DUBLIN
