Run,Host,geo_loc_name_country
SRR1791883,Cattle,Mexico
SRR1791885,Cattle,USA
SRR1791886,Cattle,Mexico
SRR1791887,Cattle,Mexico
SRR1791888,Cattle,USA
SRR1791889,Porcine,USA
SRR1791890,Cattle,Mexico
SRR1791891,Cattle,Mexico
SRR1791892,Cattle,Mexico
SRR1791893,Cattle,Mexico
SRR1791894,Cattle,USA
SRR1791895,Cattle,Mexico
SRR1791896,Cattle,Mexico
SRR1791897,Cattle,Mexico
SRR1791898,Cattle,Mexico
SRR1791899,Cattle,Mexico
SRR1791900,Cattle,Mexico
SRR1791901,Cattle,USA
SRR1791902,Cattle,USA
SRR1791903,Cattle,Mexico
SRR1791904,Cattle,Mexico
SRR1791905,Cattle,USA
SRR1791906,Cattle,USA
SRR1791907,Cattle,Mexico
SRR1791908,Cattle,USA
SRR1791909,Cattle,Mexico
SRR1791910,Cattle,Mexico
SRR1791911,Cattle,USA
SRR1791912,Cattle,Mexico
SRR1791913,Cattle,Mexico
SRR1791914,Cattle,USA
SRR1791915,Cattle,Mexico
SRR1791916,Cattle,Mexico
SRR1791917,Cattle,Mexico
SRR1791918,Cattle,USA
SRR1791919,Cattle,USA
SRR1791920,Cattle,USA
SRR1791921,Cattle,USA
SRR1791922,Cattle,USA
SRR1791923,Cattle,Mexico
SRR1791924,Cattle,Mexico
SRR1791925,Cattle,USA
SRR1791926,Cattle,Mexico
SRR1791927,Cattle,Mexico
SRR1791928,Cattle,Mexico
SRR1791929,Cattle,USA
SRR1791930,Cattle,USA
SRR1791931,Cattle,USA
SRR1791932,Cattle,USA
SRR1791934,Cattle,USA
SRR1791935,Cattle,USA
SRR1791937,Cattle,Mexico
SRR1791938,Cattle,Mexico
SRR1791939,Cattle,Mexico
SRR1791940,Cattle,USA
SRR1791942,Cattle,Mexico
SRR1791943,Cattle,Mexico
SRR1791944,Cattle,USA
SRR1791945,Cattle,Mexico
SRR1791946,Cattle,Mexico
SRR1791947,Cattle,USA
SRR1791949,Cattle,USA
SRR1791950,Cervid,USA
SRR1791952,Cattle,Mexico
SRR1791953,Cattle,Mexico
SRR1791954,Cattle,Mexico
SRR1791955,Cattle,Mexico
SRR1791956,Cattle,Mexico
SRR1791957,Cattle,USA
SRR1791958,Cattle,Mexico
SRR1791959,Cattle,Mexico
SRR1791960,Cattle,Mexico
SRR1791962,Cattle,Mexico
SRR1791966,Cattle,Mexico
SRR1791967,Cattle,USA
SRR1791969,Cattle,Mexico
SRR1791970,Cattle,Mexico
SRR1791973,Cattle,Mexico
SRR1791974,Cattle,Mexico
SRR1791975,Cattle,Mexico
SRR1791976,Cattle,Mexico
SRR1791977,Cattle,Mexico
SRR1791979,Cattle,USA
SRR1791980,Cattle,USA
SRR1791981,Cattle,USA
SRR1791982,Cattle,USA
SRR1791983,Cattle,USA
SRR1791984,Cattle,USA
SRR1791985,Cattle,USA
SRR1791986,Cattle,USA
SRR1791987,Cattle,Mexico
SRR1791988,Cattle,Mexico
SRR1791989,Cattle,Mexico
SRR1791990,Cattle,Mexico
SRR1791991,Cattle,Mexico
SRR1791992,Cattle,Mexico
SRR1791993,Cattle,Mexico
SRR1791994,Cattle,USA
SRR1791995,Cervid,USA
SRR1791996,Cattle,USA
SRR1791997,Cattle,USA
SRR1791998,Cattle,Mexico
SRR1791999,Cattle,USA
SRR1792000,Cattle,USA
SRR1792001,Cattle,Mexico
SRR1792002,Cattle,USA
SRR1792003,Cattle,Mexico
SRR1792004,Cattle,Mexico
SRR1792005,Cattle,Mexico
SRR1792006,Cattle,USA
SRR1792007,Cattle,USA
SRR1792008,Cattle,Mexico
SRR1792009,Cervid,USA
SRR1792010,Cervid,USA
SRR1792011,Cattle,USA
SRR1792012,Cattle,USA
SRR1792013,Cattle,Mexico
SRR1792014,Porcine,USA
SRR1792015,Cattle,Mexico
SRR1792016,Cattle,Mexico
SRR1792018,Cattle,USA
SRR1792019,Cattle,USA
SRR1792020,Cattle,Mexico
SRR1792021,Raccoon,USA
SRR1792022,Raccoon,USA
SRR1792023,Cattle,USA
SRR1792024,Possum,USA
SRR1792025,Possum,USA
SRR1792026,Cattle,Mexico
SRR1792027,Cattle,Mexico
SRR1792028,Cattle,Mexico
SRR1792029,Cattle,Mexico
SRR1792030,Cattle,Mexico
SRR1792031,Cattle,Mexico
SRR1792032,Raccoon,USA
SRR1792033,Cattle,Mexico
SRR1792034,Cattle,USA
SRR1792035,Cattle,Mexico
SRR1792036,Cattle,Mexico
SRR1792037,Cervid,USA
SRR1792038,Cattle,USA
SRR1792039,Cattle,Mexico
SRR1792040,Cattle,Mexico
SRR1792041,Cattle,Mexico
SRR1792042,Cattle,USA
SRR1792043,Cervid,USA
SRR1792044,Cervid,USA
SRR1792045,Cattle,USA
SRR1792046,Cattle,Mexico
SRR1792047,Cattle,Mexico
SRR1792048,Cervid,USA
SRR1792049,Cervid,USA
SRR1792050,Cattle,USA
SRR1792051,Cattle,USA
SRR1792052,Cattle,Mexico
SRR1792053,Raccoon,USA
SRR1792054,Possum,USA
SRR1792055,Possum,USA
SRR1792056,Possum,USA
SRR1792057,Possum,USA
SRR1792058,Possum,USA
SRR1792059,Cattle,USA
SRR1792060,Cattle,USA
SRR1792061,Cervid,USA
SRR1792062,Cervid,USA
SRR1792063,Cattle,Mexico
SRR1792064,Cattle,Mexico
SRR1792065,Cattle,Mexico
SRR1792066,Cattle,Mexico
SRR1792067,Cervid,USA
SRR1792068,Cattle,USA
SRR1792069,Cattle,USA
SRR1792070,Cervid,USA
SRR1792071,Cattle,Mexico
SRR1792072,Cattle,Mexico
SRR1792073,Cattle,Mexico
SRR1792074,Cattle,Mexico
SRR1792075,Cattle,USA
SRR1792076,Cervid,USA
SRR1792077,Cattle,USA
SRR1792079,Cattle,USA
SRR1792080,Cattle,USA
SRR1792081,Cattle,USA
SRR1792082,Cattle,USA
SRR1792083,Cattle,USA
SRR1792084,Cattle,USA
SRR1792085,Cattle,USA
SRR1792086,Cattle,USA
SRR1792087,Cattle,USA
SRR1792088,Cattle,Mexico
SRR1792089,Cattle,USA
SRR1792090,Cattle,USA
SRR1792091,Cattle,USA
SRR1792092,Cattle,USA
SRR1792093,Cattle,USA
SRR1792094,Cervid,USA
SRR1792095,Cervid,USA
SRR1792096,Cattle,USA
SRR1792097,Cervid,USA
SRR1792098,Cattle,USA
SRR1792099,Cattle,Mexico
SRR1792100,Cattle,USA
SRR1792101,Cattle,USA
SRR1792102,Cervid,USA
SRR1792103,Cervid,USA
SRR1792104,Cervid,USA
SRR1792105,Cattle,USA
SRR1792106,Cattle,USA
SRR1792107,Porcine,USA
SRR1792108,Cattle,USA
SRR1792109,Cattle,USA
SRR1792110,Cattle,USA
SRR1792111,Cattle,USA
SRR1792112,Cattle,USA
SRR1792113,Cattle,Mexico
SRR1792114,Cattle,USA
SRR1792115,Cattle,USA
SRR1792116,Cattle,USA
SRR1792118,Cattle,Mexico
SRR1792119,Cervid,USA
SRR1792121,Cattle,USA
SRR1792122,Cattle,USA
SRR1792123,Cervid,USA
SRR1792124,Cervid,USA
SRR1792132,Cattle,Mexico
SRR1792141,Cattle,Mexico
SRR1792142,Cervid,USA
SRR1792143,Cervid,USA
SRR1792144,Cervid,USA
SRR1792145,Cervid,USA
SRR1792146,Porcine,USA
SRR1792147,Cattle,USA
SRR1792149,Cervid,USA
SRR1792150,Cattle,Mexico
SRR1792151,Cattle,Mexico
SRR1792152,Porcine,USA
SRR1792155,Cattle,Mexico
SRR1792157,Porcine,USA
SRR1792158,Cattle,Mexico
SRR1792159,Porcine,USA
SRR1792160,Raccoon,USA
SRR1792161,Cervid,USA
SRR1792162,Cattle,Mexico
SRR1792163,Cattle,USA
SRR1792166,Cattle,USA
SRR1792167,Cattle,USA
SRR1792168,Cattle,USA
SRR1792169,Cattle,USA
SRR1792171,Cattle,Mexico
SRR1792172,Cattle,Mexico
SRR1792173,Cattle,USA
SRR1792175,Cattle,USA
SRR1792176,Cattle,USA
SRR1792177,Cattle,USA
SRR1792178,Cattle,USA
SRR1792179,Cattle,USA
SRR1792180,Cattle,USA
SRR1792181,Cattle,USA
SRR1792182,Cattle,USA
SRR1792183,Cattle,USA
SRR1792184,Cervid,USA
SRR1792185,Cervid,USA
SRR1792186,Cervid,USA
SRR1792187,Cattle,USA
SRR1792188,Cervid,USA
SRR1792189,Cervid,USA
SRR1792190,Cervid,USA
SRR1792191,Cervid,USA
SRR1792192,Cervid,USA
SRR1792193,Cattle,USA
SRR1792194,Cattle,USA
SRR1792195,Cattle,USA
SRR1792196,Cattle,USA
SRR1792197,Cattle,USA
SRR1792198,Cattle,USA
SRR1792199,Cervid,USA
SRR1792200,Cervid,USA
SRR1792201,Cervid,USA
SRR1792203,Cattle,USA
SRR1792204,Cattle,USA
SRR1792205,Cervid,USA
SRR1792206,Cervid,USA
SRR1792207,Cervid,USA
SRR1792208,Cervid,USA
SRR1792209,Cervid,USA
SRR1792210,Cervid,USA
SRR1792211,Cervid,USA
SRR1792212,Cervid,USA
SRR1792213,Cervid,USA
SRR1792214,Cervid,USA
SRR1792215,Cervid,USA
SRR1792216,Cervid,USA
SRR1792217,Cervid,USA
SRR1792218,Cervid,USA
SRR1792219,Cervid,USA
SRR1792220,Cervid,USA
SRR1792221,Cervid,USA
SRR1792222,Cervid,USA
SRR1792223,Cervid,USA
SRR1792224,Cervid,USA
SRR1792225,Cervid,USA
SRR1792226,Cervid,USA
SRR1792227,Cervid,USA
SRR1792228,Cervid,USA
SRR1792229,Cervid,USA
SRR1792230,Cervid,USA
SRR1792231,Cervid,USA
SRR1792232,Cervid,USA
SRR1792233,Cervid,USA
SRR1792234,Cervid,USA
SRR1792235,Cervid,USA
SRR1792236,Cervid,USA
SRR1792237,Cervid,USA
SRR1792238,Cervid,USA
SRR1792239,Cervid,USA
SRR1792240,Cattle,USA
SRR1792241,Cattle,Mexico
SRR1792242,Possum,USA
SRR1792243,Cattle,USA
SRR1792244,Cervid,USA
SRR1792245,Cattle,Mexico
SRR1792246,Cattle,USA
SRR1792247,Cattle,USA
SRR1792249,Cattle,USA
SRR1792250,Cattle,USA
SRR1792251,Cattle,USA
SRR1792252,Cattle,USA
SRR1792253,Cattle,USA
SRR1792254,Cattle,USA
SRR1792255,Cattle,USA
SRR1792256,Cattle,USA
SRR1792257,Cattle,USA
SRR1792258,Cattle,USA
SRR1792260,Cattle,USA
SRR1792261,Cattle,USA
SRR1792262,Cervid,USA
SRR1792265,Cattle,USA
SRR1792266,Cattle,USA
SRR1792267,Cattle,USA
SRR1792268,Cattle,USA
SRR1792270,Cattle,USA
SRR1792271,Cattle,USA
SRR1792272,Cattle,USA
SRR1792273,Cattle,USA
SRR1792274,Cattle,USA
SRR1792275,Cattle,USA
SRR1792276,Cattle,USA
SRR1792278,Cattle,USA
SRR1792279,Cattle,Mexico
SRR1792281,Cattle,Mexico
SRR1792282,Cattle,USA
SRR1792283,Cattle,USA
SRR1792284,Cattle,USA
SRR1792285,Cattle,USA
SRR1792286,Cattle,Mexico
SRR1792288,Cattle,USA
SRR1792289,Cattle,USA
SRR1792290,Cattle,USA
SRR1792291,Cattle,USA
SRR1792292,Cattle,USA
SRR1792293,Cattle,USA
SRR1792294,Cattle,USA
SRR1792295,Cattle,USA
SRR1792296,Cattle,USA
SRR1792297,Cattle,USA
SRR1792298,Cattle,Mexico
SRR1792300,Cattle,Mexico
SRR1792301,Cattle,Mexico
SRR1792302,Cattle,Mexico
SRR1792305,Cattle,USA
SRR1792306,Cattle,USA
SRR1792307,Cattle,Mexico
SRR1792309,Cattle,Mexico
SRR1792310,Cattle,Mexico
SRR1792311,Cattle,USA
SRR1792312,Cattle,USA
SRR1792313,Cattle,Mexico
SRR1792314,Cattle,USA
SRR1792315,Cattle,USA
SRR1792316,Cattle,USA
SRR1792317,Cattle,USA
SRR1792318,Cattle,USA
SRR1792319,Cattle,USA
SRR1792320,Cattle,USA
SRR1792321,Cattle,USA
SRR1792322,Cattle,USA
SRR1792323,Possum,USA
SRR1792324,Possum,USA
SRR1792325,Cattle,USA
SRR1792326,Cattle,USA
SRR1792327,Cattle,USA
SRR1792328,Cattle,Mexico
SRR1792329,Cattle,Mexico
SRR1792330,Cattle,Mexico
SRR1792331,Cattle,USA
SRR1792332,Cattle,USA
SRR1792333,Cattle,Mexico
SRR1792334,Cattle,USA
SRR1792335,Cervid,USA
SRR1792337,Cattle,USA
SRR1792338,Cattle,USA
SRR1792339,Cattle,USA
SRR1792340,Cattle,USA
SRR1792341,Cattle,USA
SRR1792342,Cattle,USA
SRR1792343,Cattle,Mexico
SRR1792344,Cattle,USA
SRR1792345,Cattle,Mexico
SRR1792347,Cattle,Mexico
SRR1792348,Cattle,USA
SRR1792349,Cattle,Mexico
SRR1792350,Feline,USA
SRR1792351,Cattle,USA
SRR1792352,Cattle,USA
SRR1792353,Cattle,Mexico
SRR1792354,Cattle,Mexico
SRR1792355,Cattle,USA
SRR1792356,Cattle,Mexico
SRR1792357,Cattle,Mexico
SRR1792358,Cattle,Mexico
SRR1792359,Cattle,USA
SRR1792360,Cattle,USA
SRR1792361,Cattle,USA
SRR1792362,Cattle,USA
SRR1792363,Cattle,Mexico
SRR1792364,Cattle,USA
SRR1792365,Cattle,USA
SRR1792366,Cattle,USA
SRR1792367,Cattle,USA
SRR1792368,Cattle,USA
SRR1792369,Cattle,Mexico
SRR1792370,Cattle,USA
SRR1792371,Cattle,USA
SRR1792372,Cattle,Mexico
SRR1792373,Cattle,USA
SRR1792374,Cattle,USA
SRR1792375,Cattle,USA
SRR1792376,Cattle,USA
SRR1792377,Cattle,USA
SRR1792378,Cattle,USA
SRR1792379,Cattle,USA
SRR1792380,Cattle,USA
SRR1792381,Cattle,USA
SRR1792382,Cervid,USA
SRR1792383,Cattle,USA
SRR1792384,Cattle,Mexico
SRR1792385,Cattle,USA
SRR1792386,Cattle,USA
SRR1792387,Cattle,USA
SRR1792388,Cattle,USA
SRR1792389,Cattle,USA
SRR1792390,Cattle,USA
SRR1792391,Cattle,USA
SRR1792392,Cattle,USA
SRR1792393,Cattle,USA
SRR1792394,Cattle,USA
SRR1792395,Cattle,USA
SRR1792396,Cattle,USA
SRR1792397,Cattle,USA
SRR1792398,Cattle,USA
SRR1792399,Cattle,USA
SRR1792400,Cattle,USA
SRR1792401,Cattle,USA
SRR1792402,Cattle,USA
SRR1792403,Cattle,USA
SRR1792404,Cattle,USA
SRR1792405,Cattle,USA
SRR1792406,Cattle,USA
SRR1792407,Cattle,USA
SRR1792408,Cattle,USA
SRR1792409,Cattle,Mexico
SRR1792410,Cattle,Mexico
SRR1792411,Cattle,USA
SRR1792412,Cattle,USA
SRR1792413,Cattle,USA
SRR1792414,Cattle,USA
SRR1792415,Cattle,USA
SRR1792416,Cattle,USA
SRR1792417,Cattle,USA
SRR1792418,Cattle,USA
SRR1792419,Cattle,USA
SRR1792420,Cattle,USA
SRR1792422,Cattle,Mexico
SRR1792423,Cervid,USA
SRR1792424,Raccoon,USA
SRR1792425,Raccoon,USA
SRR1792426,Raccoon,USA
SRR1792427,Raccoon,USA
SRR1792428,Possum,USA
SRR1792429,Cattle,USA
SRR1792430,Raccoon,USA
SRR1792431,Raccoon,USA
SRR1792433,Cattle,USA
SRR1792434,Cattle,USA
SRR1792436,Cattle,USA
SRR1792437,Cattle,USA
SRR1792438,Cattle,Mexico
SRR1792439,Cattle,USA
SRR1792440,Cattle,USA
SRR1792441,Cattle,Mexico
SRR1792442,Cattle,USA
SRR1792443,Cattle,USA
SRR1792444,Cattle,USA
SRR1792445,Cattle,Mexico
SRR1792446,Cattle,USA
SRR1792447,Cattle,Mexico
SRR1792448,Cattle,USA
SRR1792449,Cattle,Mexico
SRR1792450,Cattle,USA
SRR1792451,Cattle,USA
SRR1792452,Raccoon,USA
SRR1792453,Raccoon,USA
SRR1792454,Raccoon,USA
SRR1792455,Cattle,USA
SRR1792456,Cattle,USA
SRR1792457,Cattle,USA
SRR1792458,Cattle,USA
SRR1792459,Feline,USA
SRR1792460,Feline,USA
SRR1792461,Feline,USA
SRR1792462,Feline,USA
SRR1792463,Feline,USA
SRR1792464,Cattle,USA
SRR1792465,Cattle,USA
SRR1792466,Feline,USA
SRR1792467,Cattle,USA
SRR1792468,Cattle,USA
SRR1792469,Cattle,USA
SRR1792470,Cattle,USA
SRR1792471,Cattle,USA
SRR1792472,Cervid,USA
SRR1792473,Cervid,USA
SRR1792474,Cervid,USA
SRR1792475,Cervid,USA
SRR1792476,Cervid,USA
SRR1792477,Cattle,USA
SRR1792478,Cervid,USA
SRR1792479,Cervid,USA
SRR1792480,Cervid,USA
SRR1792481,Cervid,USA
SRR1792482,Cervid,USA
SRR1792483,Cattle,USA
SRR1792484,Cervid,USA
SRR1792485,Cattle,USA
SRR1792486,Cervid,USA
SRR1792487,Cattle,USA
SRR1792488,Cervid,USA
SRR1792489,Cervid,USA
SRR1792490,Cattle,USA
SRR1792491,Cattle,USA
SRR1792493,Cervid,USA
SRR1792494,Cattle,USA
SRR1792495,Cervid,USA
SRR1792496,Cervid,USA
SRR1792497,Cervid,USA
SRR1792498,Cervid,USA
SRR1792499,Cervid,USA
SRR1792500,Cervid,USA
SRR1792501,Cattle,USA
SRR1792502,Cattle,USA
SRR1792503,Cattle,USA
SRR1792504,Cattle,USA
SRR1792505,Cervid,USA
SRR1792506,Cattle,USA
SRR1792507,Cattle,USA
SRR1792508,Cattle,USA
SRR1792509,Cattle,USA
SRR1792510,Cattle,USA
SRR5382721,Cattle,Uruguay
SRR1657056,Cattle,Panama
SRR1657057,Cattle,Panama
SRR1657061,Cattle,Panama
SRR1657063,Cattle,Panama
SRR1657065,Cattle,Panama
SRR1657068,Cattle,Panama
SRR1657070,Cattle,Panama
SRR1657101,Cattle,Panama
SRR5430090,Cattle,Uruguay
SRR5430091,Cattle,Uruguay
SRR5430098,Cattle,Uruguay
SRR5430569,Cattle,Uruguay
SRR5430746,Cattle,Uruguay
SRR5430747,Cattle,Uruguay
SRR5430748,Cattle,Uruguay
SRR5430749,Cattle,Uruguay
SRR5430750,Cattle,Uruguay
SRR5431711,Cattle,Uruguay
SRR5431718,Cattle,Uruguay
SRR5431719,Cattle,Uruguay
SRR5431720,Cattle,Uruguay
SRR5431721,Cattle,Uruguay
SRR5431730,Cattle,Uruguay
SRR5431732,Cattle,Uruguay
SRR5431790,Cattle,Uruguay
SRR5431791,Cattle,Uruguay
SRR5431792,Cattle,Uruguay
SRR5431793,Cattle,Uruguay
SRR5431794,Cattle,Uruguay
SRR5431795,Cattle,Uruguay
SRR5657358,Cattle,Mexico
SRR5657359,Cattle,Mexico
SRR5657360,Cattle,Mexico
SRR5657361,Cattle,Mexico
SRR5657362,Cattle,Mexico
SRR5657363,Cattle,Mexico
SRR5657364,Cattle,Mexico
SRR5657365,Cattle,Mexico
SRR5657366,Cattle,Mexico
SRR5657367,Cattle,Mexico
SRR5657368,Cattle,Mexico
SRR5657369,Cattle,Mexico
SRR5657370,Cattle,Mexico
SRR5657371,Cattle,Mexico
SRR5657372,Cattle,Mexico
SRR5657373,Cattle,Mexico
SRR5657374,Cattle,Mexico
SRR5657375,Cattle,Mexico
SRR5657376,Cattle,Mexico
SRR5657377,Cattle,Mexico
SRR5657378,Cattle,Mexico
SRR5657379,Cattle,Mexico
SRR5657380,Cattle,Mexico
SRR5657381,Cattle,Mexico
SRR5657382,Cattle,Mexico
SRR5657383,Cattle,Mexico
SRR5657384,Cattle,Mexico
SRR5657385,Cattle,Mexico
SRR5657386,Cattle,Mexico
SRR5657387,Cattle,Mexico
SRR5657388,Cattle,Mexico
SRR5657389,Cattle,Mexico
SRR5657390,Cattle,Mexico
SRR5657391,Cattle,Mexico
SRR5657392,Cattle,Mexico
SRR5657393,Cattle,Mexico
SRR5657394,Cattle,Mexico
SRR5657395,Cattle,Mexico
SRR5657396,Cattle,Mexico
SRR5657397,Cattle,Mexico
SRR5657398,Cattle,Mexico
SRR5657399,Cattle,Mexico
SRR5657400,Human,Mexico
SRR5657401,Human,Mexico
SRR5657402,Cattle,Mexico
SRR5657403,Cattle,Mexico
SRR5657404,Cattle,Mexico
SRR5657405,Cattle,Mexico
SRR5657406,Cattle,Mexico
SRR5657407,Cattle,Mexico
SRR5657408,Human,Mexico
SRR5657409,Human,Mexico
SRR5657410,Human,Mexico
SRR5657411,Cattle,Mexico
SRR5657412,Cattle,Mexico
SRR5657413,Cattle,Mexico
SRR5657414,Cattle,Mexico
SRR5657415,Cattle,Mexico
SRR5657416,Cattle,Mexico
SRR5657417,Cattle,Mexico
SRR5657418,Cattle,Mexico
SRR5657419,Cattle,Mexico
SRR5657420,Cattle,Mexico
SRR5657421,Cattle,Mexico
SRR5657422,Cattle,Mexico
SRR5657423,Cattle,Mexico
SRR5657424,Cattle,Mexico
SRR5657425,Cattle,Mexico
SRR5657426,Cattle,Mexico
SRR5657427,Cattle,Mexico
SRR5657428,Cattle,Mexico
SRR5657429,Cattle,Mexico
SRR5657430,Cattle,Mexico
SRR5657431,Cattle,Mexico
SRR5657432,Cattle,Mexico
SRR5657433,Cattle,Mexico
SRR5657434,Cattle,Mexico
SRR5657435,Cattle,Mexico
SRR5657436,Cattle,Mexico
SRR5657437,Cattle,Mexico
SRR5657438,Cattle,Mexico
SRR5657439,Cattle,Mexico
SRR5657440,Cattle,Mexico
SRR5657441,Cattle,Mexico
SRR5657442,Cattle,Mexico
SRR5657443,Cattle,Mexico
SRR5657444,Cattle,Mexico
SRR5657445,Cattle,Mexico
SRR5657446,Cattle,Mexico
SRR5657447,Cattle,Mexico
SRR5657448,Cattle,Mexico
SRR5657449,Cattle,Mexico
SRR5657450,Cattle,Mexico
SRR5657451,Cattle,Mexico
SRR5657452,Cattle,Mexico
SRR5657453,Cattle,Mexico
SRR5657454,Cattle,Mexico
SRR5657455,Cattle,Mexico
SRR5657456,Cattle,Mexico
SRR5657457,Cattle,Mexico
SRR5657458,Cattle,Mexico
SRR5657459,Cattle,Mexico
SRR5657460,Cattle,Mexico
SRR5657461,Cattle,Mexico
SRR5657462,Cattle,Mexico
SRR5657463,Cattle,Mexico
SRR5657464,Human,Mexico
SRR5657465,Human,Mexico
SRR5657466,Cattle,Mexico
SRR5657467,Cattle,Mexico
SRR5657468,Cattle,Mexico
SRR5657469,Cattle,Mexico
SRR5657470,Cattle,Mexico
SRR5657471,Cattle,Mexico
SRR5657472,Cattle,Mexico
SRR5657473,Cattle,Mexico
SRR5657474,Cattle,Mexico
SRR5657475,Cattle,Mexico
SRR5657476,Cattle,Mexico
SRR5657477,Human,Mexico
SRR5657478,Human,Mexico
SRR5657479,Human,Mexico
SRR5657480,Human,Mexico
SRR5657481,Human,Mexico
SRR5657482,Human,Mexico
SRR5657483,Human,Mexico
SRR5657484,Human,Mexico
SRR5657485,Human,Mexico
SRR5657486,Human,Mexico
SRR5657487,Cattle,Mexico
SRR5657488,Cattle,Mexico
SRR5657489,Cattle,Mexico
SRR5657490,Cattle,Mexico
SRR5657491,Cattle,Mexico
SRR5657492,Cattle,Mexico
SRR5657493,Cattle,Mexico
SRR5657494,Cattle,Mexico
SRR5657495,Cattle,Mexico
SRR5657496,Cattle,Mexico
SRR5657497,Cattle,Mexico
SRR5657498,Cattle,Mexico
SRR5657499,Cattle,Mexico
SRR5657500,Cattle,Mexico
SRR5657501,Cattle,Mexico
SRR5657502,Cattle,Mexico
SRR5657503,Cattle,Mexico
SRR5657504,Cattle,Mexico
SRR5657505,Cattle,Mexico
SRR5657506,Cattle,Mexico
SRR5657507,Cattle,Mexico
SRR5657508,Cattle,Mexico
SRR5657509,Cattle,Mexico
SRR5657510,Cattle,Mexico
SRR5657511,Cattle,Mexico
SRR5657512,Cattle,Mexico
SRR5657513,Cattle,Mexico
SRR5657514,Cattle,Mexico
SRR5657515,Cattle,Mexico
SRR5657516,Cattle,Mexico
SRR5657517,Cattle,Mexico
SRR5657518,Cattle,Mexico
SRR5657519,Cattle,Mexico
SRR5657520,Cattle,Mexico
SRR5657521,Cattle,Mexico
SRR5657522,Cattle,Mexico
SRR5657523,Cattle,Mexico
SRR5657524,Cattle,Mexico
SRR5657525,Cattle,Mexico
SRR5657526,Cattle,Mexico
SRR5657527,Cattle,Mexico
SRR5657528,Cattle,Mexico
SRR5657529,Cattle,Mexico
SRR6044919,Human,United Kingdom
SRR6045214,Human,United Kingdom
SRR6045235,Human,United Kingdom
SRR6045637,Human,United Kingdom
SRR6045990,Human,United Kingdom
SRR6046018,Human,United Kingdom
SRR6046252,Human,United Kingdom
SRR6046614,Human,United Kingdom
SRR6045019,Human,United Kingdom
SRR6045068,Human,United Kingdom
SRR6045407,Human,United Kingdom
SRR6045806,Human,United Kingdom
SRR6045827,Human,United Kingdom
SRR6046156,Human,United Kingdom
SRR6046738,Human,United Kingdom
SRR4117155,Porcine,France
SRR4199188,Porcine,France
SRR7617357,Possum,New Zealand
SRR7617358,Cattle,New Zealand
SRR7617359,Cattle,New Zealand
SRR7617360,Cattle,New Zealand
SRR7617361,Porcine,New Zealand
SRR7617362,Cervid,New Zealand
SRR7617363,Porcine,New Zealand
SRR7617364,Cattle,New Zealand
SRR7617365,Porcine,New Zealand
SRR7617366,Cattle,New Zealand
SRR7617367,Ferret,New Zealand
SRR7617368,Ferret,New Zealand
SRR7617369,Cervid,New Zealand
SRR7617370,Ferret,New Zealand
SRR7617371,Possum,New Zealand
SRR7617372,Possum,New Zealand
SRR7617373,Ferret,New Zealand
SRR7617374,Possum,New Zealand
SRR7617375,Ferret,New Zealand
SRR7617376,Ferret,New Zealand
SRR7617377,Ferret,New Zealand
SRR7617378,Ferret,New Zealand
SRR7617379,Ferret,New Zealand
SRR7617380,Ferret,New Zealand
SRR7617381,Cattle,New Zealand
SRR7617382,Cattle,New Zealand
SRR7617383,Cattle,New Zealand
SRR7617384,Cattle,New Zealand
SRR7617385,Cattle,New Zealand
SRR7617386,Cattle,New Zealand
SRR7617387,Cattle,New Zealand
SRR7617388,Cattle,New Zealand
SRR7617389,Cattle,New Zealand
SRR7617390,Cattle,New Zealand
SRR7617391,Feline,New Zealand
SRR7617392,Cervid,New Zealand
SRR7617393,Cattle,New Zealand
SRR7617394,Cervid,New Zealand
SRR7617395,Porcine,New Zealand
SRR7617396,Cattle,New Zealand
SRR7617397,Cervid,New Zealand
SRR7617398,Possum,New Zealand
SRR7617399,Porcine,New Zealand
SRR7617400,Porcine,New Zealand
SRR7617401,Possum,New Zealand
SRR7617402,Possum,New Zealand
SRR7617403,Cervid,New Zealand
SRR7617404,Cervid,New Zealand
SRR7617405,Possum,New Zealand
SRR7617406,Cervid,New Zealand
SRR7617407,Cervid,New Zealand
SRR7617408,Porcine,New Zealand
SRR7617409,Possum,New Zealand
SRR7617410,Cattle,New Zealand
SRR7617411,Ferret,New Zealand
SRR7617412,Possum,New Zealand
SRR7617413,Possum,New Zealand
SRR7617414,Porcine,New Zealand
SRR7617415,Porcine,New Zealand
SRR7617416,Cattle,New Zealand
SRR7617417,Cattle,New Zealand
SRR7617418,Porcine,New Zealand
SRR7617419,Cervid,New Zealand
SRR7617420,Cattle,New Zealand
SRR7617421,Cattle,New Zealand
SRR7617422,Stoat,New Zealand
SRR7617423,Possum,New Zealand
SRR7617424,Cattle,New Zealand
SRR7617425,Cattle,New Zealand
SRR7617426,Cattle,New Zealand
SRR7617427,Cattle,New Zealand
SRR7617428,Porcine,New Zealand
SRR7617429,Cattle,New Zealand
SRR7617430,Porcine,New Zealand
SRR7617431,Ferret,New Zealand
SRR7617432,Cattle,New Zealand
SRR7617433,Cattle,New Zealand
SRR7617434,Cattle,New Zealand
SRR7617435,Cattle,New Zealand
SRR7617436,Cattle,New Zealand
SRR7617437,Cattle,New Zealand
SRR7617438,Ferret,New Zealand
